year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,case,No reserve regions population,No reserve regions share,Weak reserve regions population,Weak reserve regions share,Balanced reserve regions population,Balanced reserve regions share,Strong reserve regions population,Strong reserve regions share
156,2135,1623,20,0.012323,0.034662,0.093023,18,215,22,372,0.254766,77.0,77.0,23100.0,23100.0,11.820513,0.153513,0.846487,0.354167,16.0,0.000693,23023.0,512.0,10.333333,0.645833,300.0,1.0,1.0,0.098627,1,0.12,0,0.060315,0.131988,0.812367,0.975354,40.0,1.414214,allow,8,0.004929143561306223,520,0.3203943314849045,545,0.33579790511398644,550,0.33887861983980283
157,2136,1630,22,0.013497,0.038261,0.101852,15,216,21,375,0.248696,68.0,68.0,20400.0,20400.0,11.130435,0.163683,0.836317,0.384058,16.0,0.000784,20332.0,512.0,9.855072,0.615942,300.0,1.0,1.0,0.09856,1,0.12,0,0.060481,0.130133,0.806639,0.973006,44.0,1.414214,allow,7,0.004294478527607362,521,0.3196319018404908,546,0.33496932515337424,556,0.3411042944785276
158,2137,1637,24,0.014661,0.041522,0.111111,17,216,22,378,0.252595,72.0,72.0,21600.0,21600.0,11.09589,0.15411,0.84589,0.360445,16.0,0.000741,21528.0,512.0,10.232877,0.639555,300.0,1.0,1.0,0.098493,1,0.12,0,0.060025,0.128658,0.802054,0.97302,44.307692,1.414214,allow,7,0.004276114844227245,519,0.31704337202199145,549,0.3353695784972511,562,0.34331093463653023
159,2138,1639,20,0.012203,0.034783,0.095238,18,210,18,379,0.269565,64.0,64.0,19200.0,19200.0,10.246154,0.160096,0.839904,0.292308,16.0,0.000833,19136.0,512.0,11.323077,0.707692,300.0,1.0,1.0,0.098413,1,0.12,0,0.059755,0.126951,0.796715,0.977913,36.363636,1.414214,allow,6,0.0036607687614399025,520,0.3172666259914582,551,0.3361805979255644,562,0.3428920073215375
160,2139,1641,17,0.01036,0.029825,0.082126,15,207,24,379,0.273684,75.0,75.0,22500.0,22500.0,10.842105,0.144561,0.855439,0.368421,16.0,0.000711,22425.0,512.0,10.105263,0.631579,300.0,1.0,1.0,0.098347,1,0.12,0,0.060766,0.126232,0.794455,0.979281,34.0,1.414214,allow,6,0.003656307129798903,521,0.3174893357708714,550,0.3351614868982328,564,0.3436928702010969
161,2140,1648,22,0.01335,0.037931,0.103774,15,212,16,376,0.268966,63.0,63.0,18900.0,18900.0,10.09375,0.160218,0.839782,0.267578,16.0,0.000847,18837.0,512.0,11.71875,0.732422,300.0,1.0,1.0,0.09832,1,0.12,0,0.059537,0.124554,0.789159,0.973301,44.0,1.414214,allow,6,0.0036407766990291263,523,0.31735436893203883,550,0.3337378640776699,569,0.3452669902912621
162,2141,1651,23,0.013931,0.039249,0.106481,20,216,23,384,0.262799,75.0,75.0,22500.0,22500.0,10.289474,0.137193,0.862807,0.344572,16.0,0.000711,22425.0,512.0,10.486842,0.655428,300.0,1.0,1.0,0.098293,1,0.12,0,0.060697,0.122827,0.783666,0.972138,46.0,1.414214,allow,6,0.0036341611144760752,526,0.3185947910357359,550,0.3331314354936402,569,0.34463961235614776
163,2142,1661,33,0.019868,0.056027,0.151376,23,218,23,391,0.259762,72.0,72.0,21600.0,21600.0,10.410959,0.144597,0.855403,0.319349,16.0,0.000741,21528.0,512.0,10.890411,0.680651,300.0,1.0,1.0,0.098293,1,0.12,0,0.061382,0.121335,0.778894,0.9626,62.228571,1.414214,allow,6,0.003612281757977122,527,0.3172787477423239,550,0.33112582781456956,578,0.3479831426851294
164,2143,1668,25,0.014988,0.041946,0.112108,18,223,22,393,0.251678,68.0,68.0,20400.0,20400.0,11.913043,0.175192,0.824808,0.347826,16.0,0.000784,20332.0,512.0,10.434783,0.652174,300.0,1.0,1.0,0.098093,1,0.12,0,0.061143,0.120332,0.775667,0.972326,46.296296,1.414214,allow,6,0.0035971223021582736,528,0.31654676258992803,550,0.32973621103117506,584,0.3501199040767386
165,2144,1673,25,0.014943,0.042159,0.112108,20,223,18,384,0.247892,67.0,67.0,20100.0,20100.0,12.676471,0.189201,0.810799,0.348346,16.0,0.000796,20033.0,512.0,10.426471,0.651654,300.0,1.0,1.0,0.098027,1,0.12,0,0.062406,0.119312,0.772372,0.970114,50.0,1.414214,allow,6,0.0035863717872086074,534,0.31918708906156606,550,0.328750747160789,583,0.3484757919904363
166,2145,1671,18,0.010772,0.030201,0.077922,20,231,22,385,0.224832,70.0,70.0,21000.0,21000.0,10.0,0.142857,0.857143,0.318662,16.0,0.000762,20930.0,512.0,10.901408,0.681338,300.0,1.0,1.0,0.09796,1,0.12,0,0.06439,0.118,0.768114,0.980717,32.4,1.414214,allow,6,0.003590664272890485,533,0.3189706762417714,550,0.3291442250149611,582,0.348294434470377
167,2146,1665,18,0.010811,0.02995,0.077586,24,232,23,389,0.227953,72.0,72.0,21600.0,21600.0,11.616438,0.161339,0.838661,0.391267,16.0,0.000741,21528.0,512.0,9.739726,0.608733,300.0,1.0,1.0,0.09804,1,0.12,0,0.065139,0.117211,0.765541,0.980647,32.4,1.414214,allow,6,0.0036036036036036037,535,0.3213213213213213,545,0.32732732732732733,579,0.34774774774774775
168,2147,1667,22,0.013197,0.036975,0.09607,20,229,19,388,0.230252,60.0,60.0,18000.0,18000.0,9.868852,0.164481,0.835519,0.290984,16.0,0.000889,17940.0,512.0,11.344262,0.709016,300.0,1.0,1.0,0.098067,1,0.12,0,0.065467,0.116103,0.761914,0.977968,37.230769,1.414214,allow,6,0.003599280143971206,534,0.3203359328134373,542,0.3251349730053989,585,0.3509298140371926
169,2148,1670,27,0.016168,0.044702,0.116883,24,231,19,392,0.235099,62.0,62.0,18600.0,18600.0,9.714286,0.156682,0.843318,0.281746,16.0,0.00086,18538.0,512.0,11.492063,0.718254,300.0,1.0,1.0,0.098093,1,0.12,0,0.065521,0.115008,0.758314,0.969971,50.275862,1.414214,allow,6,0.003592814371257485,530,0.31736526946107785,545,0.3263473053892216,589,0.3526946107784431
170,2149,1679,25,0.01489,0.040984,0.106383,16,235,28,391,0.229508,82.0,82.0,24600.0,24600.0,13.084337,0.159565,0.840435,0.379518,16.0,0.00065,24518.0,512.0,9.927711,0.620482,300.0,1.0,1.0,0.097947,1,0.12,0,0.065435,0.114036,0.755104,0.974604,43.103448,1.414214,allow,6,0.00357355568790947,536,0.31923764145324596,546,0.32519356759976176,591,0.3519952352590828
171,2150,1688,21,0.012441,0.034091,0.089744,12,234,19,397,0.24026,64.0,64.0,19200.0,19200.0,13.169231,0.205769,0.794231,0.331731,16.0,0.000833,19136.0,512.0,10.692308,0.668269,300.0,1.0,1.0,0.097773,1,0.12,0,0.065673,0.113127,0.752089,0.977375,38.347826,1.414214,allow,6,0.0035545023696682463,540,0.31990521327014215,546,0.3234597156398104,596,0.35308056872037913
172,2151,1697,23,0.013553,0.036918,0.097458,14,236,22,403,0.242376,72.0,72.0,21600.0,21600.0,12.246575,0.170091,0.829909,0.391267,16.0,0.000741,21528.0,512.0,9.739726,0.608733,300.0,1.0,1.0,0.09768,1,0.12,0,0.066105,0.112011,0.748369,0.975148,42.32,1.414214,allow,6,0.0035356511490866236,539,0.3176193282262817,549,0.3235120801414261,603,0.3553329404832057
173,2152,1704,21,0.012324,0.0336,0.0875,14,240,24,409,0.232,73.0,73.0,21900.0,21900.0,12.891892,0.176601,0.823399,0.36402,16.0,0.000731,21827.0,512.0,10.175676,0.63598,300.0,1.0,1.0,0.09756,1,0.12,0,0.065668,0.111099,0.745316,0.977588,38.347826,1.414214,allow,6,0.0035211267605633804,539,0.3163145539906103,552,0.323943661971831,607,0.3562206572769953
174,2153,1716,27,0.015734,0.042925,0.112033,15,241,18,407,0.233704,65.0,65.0,19500.0,19500.0,14.030303,0.215851,0.784149,0.414773,16.0,0.000821,19435.0,512.0,9.363636,0.585227,300.0,1.0,1.0,0.09748,1,0.12,0,0.064809,0.110186,0.742247,0.972848,47.032258,1.414214,allow,6,0.0034965034965034965,540,0.3146853146853147,558,0.32517482517482516,612,0.35664335664335667
175,2154,1703,16,0.009395,0.025559,0.067797,29,236,24,402,0.246006,81.0,81.0,24300.0,24300.0,14.585366,0.180066,0.819934,0.41997,16.0,0.000658,24219.0,512.0,9.280488,0.58003,300.0,1.0,1.0,0.097507,1,0.12,0,0.065602,0.108875,0.737816,0.98121,32.0,1.414214,allow,6,0.0035231943628890195,533,0.31297709923664124,557,0.3270698766881973,607,0.35642982971227244
176,2155,1707,21,0.012302,0.0336,0.089744,17,234,21,405,0.2512,72.0,72.0,21600.0,21600.0,13.972603,0.194064,0.805936,0.398116,16.0,0.000741,21528.0,512.0,9.630137,0.601884,300.0,1.0,1.0,0.09752,1,0.12,0,0.06769,0.107973,0.734757,0.981421,32.666667,1.414214,allow,6,0.0035149384885764497,530,0.3104862331575864,562,0.3292325717633275,609,0.35676625659050965
177,2156,1703,16,0.009395,0.025437,0.06639,20,241,23,404,0.233704,77.0,77.0,23100.0,23100.0,14.333333,0.186147,0.813853,0.36859,16.0,0.000693,23023.0,512.0,10.102564,0.63141,300.0,1.0,1.0,0.097507,1,0.12,0,0.06807,0.106649,0.730237,0.98121,32.0,1.414214,allow,6,0.0035231943628890195,529,0.3106283029947152,559,0.3282442748091603,609,0.3576042278332355
178,2157,1701,22,0.012934,0.034976,0.089796,24,245,24,405,0.220986,76.0,76.0,22800.0,22800.0,12.38961,0.163021,0.836979,0.356331,16.0,0.000702,22724.0,512.0,10.298701,0.643669,300.0,1.0,1.0,0.097613,1,0.12,0,0.066781,0.105456,0.726141,0.974133,44.0,1.414214,allow,5,0.0029394473838918285,527,0.3098177542621987,558,0.328042328042328,611,0.3592004703115814
179,2158,1721,32,0.018594,0.050394,0.131687,12,243,21,408,0.234646,73.0,73.0,21900.0,21900.0,12.945946,0.177342,0.822658,0.316723,16.0,0.000731,21827.0,512.0,10.932432,0.683277,300.0,1.0,1.0,0.09748,1,0.12,0,0.066737,0.104539,0.722975,0.970947,51.2,1.414214,allow,5,0.002905287623474724,531,0.30854154561301567,568,0.33004067402672865,617,0.35851249273678093
180,2159,1708,16,0.009368,0.025118,0.067227,29,238,19,404,0.252747,78.0,78.0,23400.0,23400.0,11.772152,0.150925,0.849075,0.278481,16.0,0.000684,23322.0,512.0,11.544304,0.721519,300.0,1.0,1.0,0.09744,1,0.12,0,0.067749,0.103341,0.718823,0.985363,25.6,1.414214,allow,5,0.002927400468384075,527,0.3085480093676815,564,0.33021077283372363,612,0.3583138173302108
181,2160,1706,21,0.012309,0.032407,0.08502,23,247,26,413,0.237654,88.0,88.0,26400.0,26400.0,13.460674,0.152962,0.847038,0.370787,16.0,0.000606,26312.0,512.0,10.067416,0.629213,300.0,1.0,1.0,0.097533,1,0.12,0,0.069527,0.102535,0.716012,0.977614,38.347826,1.414214,allow,5,0.0029308323563892145,526,0.3083235638921454,566,0.33177022274325907,609,0.3569753810082063
182,2161,1708,24,0.014052,0.036419,0.096386,22,249,19,415,0.24431,85.0,85.0,25500.0,25500.0,14.651163,0.172367,0.827633,0.390988,16.0,0.000627,25415.0,512.0,9.744186,0.609012,300.0,1.0,1.0,0.097547,1,0.12,0,0.070623,0.101412,0.712081,0.971897,48.0,1.414214,allow,5,0.002927400468384075,526,0.3079625292740047,565,0.33079625292740045,612,0.3583138173302108
183,2162,1706,21,0.012309,0.032258,0.083665,23,251,24,416,0.228879,90.0,90.0,27000.0,27000.0,14.659341,0.162882,0.837118,0.396978,16.0,0.000593,26910.0,512.0,9.648352,0.603022,300.0,1.0,1.0,0.097533,1,0.12,0,0.072053,0.100524,0.708957,0.977614,38.347826,1.414214,allow,5,0.0029308323563892145,524,0.3071512309495897,563,0.3300117233294256,614,0.35990621336459555
184,2163,1718,27,0.015716,0.041925,0.108,15,250,24,415,0.223602,81.0,81.0,24300.0,24300.0,13.804878,0.170431,0.829569,0.391768,16.0,0.000658,24219.0,512.0,9.731707,0.608232,300.0,1.0,1.0,0.097453,1,0.12,0,0.072833,0.099756,0.706244,0.97081,50.275862,1.414214,allow,5,0.002910360884749709,529,0.30791618160651923,563,0.3277066356228172,621,0.36146682188591384
185,2164,1727,23,0.013318,0.035881,0.090909,14,253,24,410,0.210608,77.0,77.0,23100.0,23100.0,12.871795,0.167166,0.832834,0.395032,16.0,0.000693,23023.0,512.0,9.679487,0.604968,300.0,1.0,1.0,0.09728,1,0.12,0,0.073332,0.099536,0.705466,0.97558,42.32,1.414214,allow,5,0.0028951939779965257,533,0.30862767805442964,564,0.3265778807180081,625,0.36189924724956574
186,2165,1730,29,0.016763,0.045455,0.112403,26,258,21,415,0.191223,64.0,64.0,19200.0,19200.0,9.107692,0.142308,0.857692,0.375,16.0,0.000833,19136.0,512.0,10.0,0.625,300.0,1.0,1.0,0.09732,1,0.12,0,0.073745,0.098797,0.702841,0.970779,50.969697,1.414214,allow,5,0.002890173410404624,535,0.3092485549132948,562,0.3248554913294798,628,0.3630057803468208
187,2166,1736,25,0.014401,0.03882,0.093284,19,268,25,424,0.167702,62.0,62.0,18600.0,18600.0,8.349206,0.134665,0.865335,0.390873,16.0,0.00086,18538.0,512.0,9.746032,0.609127,300.0,1.0,1.0,0.097187,1,0.12,0,0.073373,0.097508,0.69824,0.971198,50.0,1.414214,allow,5,0.002880184331797235,533,0.30702764976958524,563,0.32430875576036866,635,0.36578341013824883
188,2167,1746,26,0.014891,0.040123,0.097015,16,268,22,427,0.17284,56.0,56.0,16800.0,16800.0,7.368421,0.131579,0.868421,0.387061,16.0,0.000952,16744.0,512.0,9.807018,0.612939,300.0,1.0,1.0,0.097067,1,0.12,0,0.074379,0.096462,0.694484,0.97242,48.285714,1.414214,allow,5,0.0028636884306987398,535,0.3064146620847652,568,0.32531500572737687,638,0.3654066437571592
189,2168,1732,14,0.008083,0.021572,0.05303,28,264,20,419,0.186441,64.0,64.0,19200.0,19200.0,10.8,0.16875,0.83125,0.388462,16.0,0.000833,19136.0,512.0,9.784615,0.611538,300.0,1.0,1.0,0.097093,1,0.12,0,0.074192,0.095518,0.691079,0.983834,28.0,1.414214,allow,5,0.002886836027713626,535,0.30889145496535797,565,0.3262124711316397,627,0.36200923787528866
190,2169,1732,18,0.010393,0.02795,0.070039,18,257,23,414,0.201863,71.0,71.0,21300.0,21300.0,12.194444,0.171753,0.828247,0.446181,16.0,0.000751,21229.0,512.0,8.861111,0.553819,300.0,1.0,1.0,0.097147,1,0.12,0,0.073826,0.094952,0.689029,0.979215,36.0,1.414214,allow,4,0.0023094688221709007,541,0.3123556581986143,560,0.3233256351039261,627,0.36200923787528866
191,2170,1742,29,0.016648,0.045312,0.113281,19,256,19,422,0.2,57.0,57.0,17100.0,17100.0,8.896552,0.15608,0.84392,0.358836,16.0,0.000936,17043.0,512.0,10.258621,0.641164,300.0,1.0,1.0,0.09716,1,0.12,0,0.074951,0.09472,0.688184,0.970981,50.969697,1.414214,allow,4,0.002296211251435132,543,0.31171067738231917,562,0.32261768082663606,633,0.36337543053960963
192,2171,1750,23,0.013143,0.035549,0.087786,15,262,27,428,0.190108,68.0,68.0,20400.0,20400.0,8.666667,0.127451,0.872549,0.379529,16.0,0.000784,20332.0,512.0,9.927536,0.620471,300.0,1.0,1.0,0.096973,1,0.12,0,0.075344,0.094312,0.686702,0.975901,42.32,1.414214,allow,4,0.002285714285714286,545,0.31142857142857144,560,0.32,641,0.36628571428571427
193,2172,1756,24,0.013667,0.037441,0.09375,18,256,15,422,0.201248,45.0,45.0,13500.0,13500.0,5.956522,0.132367,0.867633,0.243207,16.0,0.001185,13455.0,512.0,12.108696,0.756793,300.0,1.0,1.0,0.096907,1,0.12,0,0.074769,0.094045,0.685729,0.972665,48.0,1.414214,allow,4,0.002277904328018223,549,0.31264236902050113,556,0.31662870159453305,647,0.3684510250569476
194,2173,1762,28,0.015891,0.04375,0.109804,22,255,20,423,0.203125,53.0,53.0,15900.0,15900.0,5.481481,0.103424,0.896576,0.252315,16.0,0.001006,15847.0,512.0,11.962963,0.747685,300.0,1.0,1.0,0.09688,1,0.12,0,0.073815,0.093469,0.683627,0.970407,52.266667,1.414214,allow,4,0.0022701475595913734,554,0.31441543700340524,565,0.3206583427922815,639,0.3626560726447219
195,2174,1775,36,0.020282,0.057325,0.148148,23,243,18,417,0.226115,53.0,53.0,15900.0,15900.0,7.222222,0.136268,0.863732,0.258102,16.0,0.001006,15847.0,512.0,11.87037,0.741898,300.0,1.0,1.0,0.096813,1,0.12,0,0.074461,0.092829,0.681283,0.961628,68.210526,1.414214,allow,4,0.0022535211267605635,561,0.316056338028169,563,0.3171830985915493,647,0.36450704225352115
196,2175,1777,19,0.010692,0.029968,0.076305,17,249,22,415,0.214511,62.0,62.0,18600.0,18600.0,8.095238,0.130568,0.869432,0.331349,16.0,0.00086,18538.0,512.0,10.698413,0.668651,300.0,1.0,1.0,0.09656,1,0.12,0,0.074311,0.092441,0.679855,0.978616,38.0,1.414214,allow,4,0.0022509848058525606,560,0.31513787281935846,566,0.3185143500281373,647,0.36409679234665165
197,2176,1775,23,0.012958,0.035826,0.090909,25,253,23,417,0.211838,64.0,64.0,19200.0,19200.0,9.230769,0.144231,0.855769,0.373077,16.0,0.000833,19136.0,512.0,10.030769,0.626923,300.0,1.0,1.0,0.09664,1,0.12,0,0.075116,0.092052,0.678426,0.97624,42.32,1.414214,allow,4,0.0022535211267605635,559,0.3149295774647887,563,0.3171830985915493,649,0.3656338028169014
198,2177,1781,20,0.01123,0.031596,0.082305,14,243,28,407,0.232227,79.0,79.0,23700.0,23700.0,11.15,0.141139,0.858861,0.432031,16.0,0.000675,23621.0,512.0,9.0875,0.567969,300.0,1.0,1.0,0.09652,1,0.12,0,0.075416,0.091627,0.676856,0.979674,36.363636,1.414214,allow,4,0.0022459292532285235,561,0.3149915777653004,562,0.3155530600786075,654,0.36720943290286356
199,2178,1781,23,0.012914,0.03645,0.097046,23,237,24,409,0.248811,71.0,71.0,21300.0,21300.0,11.388889,0.160407,0.839593,0.382812,16.0,0.000751,21229.0,512.0,9.875,0.617188,300.0,1.0,1.0,0.09656,1,0.12,0,0.074976,0.091315,0.675704,0.97632,42.32,1.414214,allow,3,0.0016844469399213925,563,0.31611454239191467,559,0.31386861313868614,656,0.36833239752947783
200,2179,1799,32,0.017788,0.0512,0.138528,14,231,19,412,0.2608,60.0,60.0,18000.0,18000.0,9.04918,0.15082,0.84918,0.339139,16.0,0.000889,17940.0,512.0,10.57377,0.660861,300.0,1.0,1.0,0.09644,1,0.12,0,0.075605,0.090936,0.674301,0.973805,48.761905,1.414214,allow,3,0.0016675931072818232,567,0.3151750972762646,568,0.3157309616453585,661,0.3674263479710951
201,2180,1806,32,0.017719,0.051447,0.13913,25,230,21,407,0.26045,63.0,63.0,18900.0,18900.0,9.3125,0.147817,0.852183,0.27832,16.0,0.000847,18837.0,512.0,11.546875,0.72168,300.0,1.0,1.0,0.096347,1,0.12,0,0.076126,0.090568,0.672934,0.968715,56.888889,1.414214,allow,3,0.0016611295681063123,569,0.31506090808416387,569,0.31506090808416387,665,0.3682170542635659
202,2181,1811,19,0.010491,0.030207,0.082969,14,229,25,408,0.27186,79.0,79.0,23700.0,23700.0,15.275,0.193354,0.806646,0.296094,16.0,0.000675,23621.0,512.0,11.2625,0.703906,300.0,1.0,1.0,0.096107,1,0.12,0,0.076008,0.090052,0.671016,0.979017,38.0,1.414214,allow,3,0.0016565433462175593,566,0.3125345113197129,573,0.31639977912755385,669,0.36940916620651576
203,2182,1805,19,0.010526,0.030159,0.083333,25,228,25,409,0.27619,81.0,81.0,24300.0,24300.0,15.853659,0.195724,0.804276,0.362805,16.0,0.000658,24219.0,512.0,10.195122,0.637195,300.0,1.0,1.0,0.096187,1,0.12,0,0.076353,0.089416,0.668641,0.978947,38.0,1.414214,allow,3,0.0016620498614958448,565,0.31301939058171746,573,0.3174515235457064,664,0.36786703601108034
204,2183,1805,17,0.009418,0.026772,0.073593,17,231,22,412,0.272441,78.0,78.0,23400.0,23400.0,15.544304,0.199286,0.800714,0.363924,16.0,0.000684,23322.0,512.0,10.177215,0.636076,300.0,1.0,1.0,0.09616,1,0.12,0,0.077471,0.088928,0.666812,0.981163,34.0,1.414214,allow,4,0.00221606648199446,563,0.31191135734072023,578,0.32022160664819943,660,0.3656509695290859
205,2184,1800,18,0.01,0.028125,0.07563,23,238,20,417,0.25625,68.0,68.0,20400.0,20400.0,13.971014,0.205456,0.794544,0.378623,16.0,0.000784,20332.0,512.0,9.942029,0.621377,300.0,1.0,1.0,0.09624,1,0.12,0,0.078027,0.088204,0.664095,0.983951,29.454545,1.414214,allow,4,0.0022222222222222222,558,0.31,578,0.3211111111111111,660,0.36666666666666664
206,2185,1800,23,0.012778,0.035439,0.093878,23,245,21,418,0.244992,74.0,74.0,22200.0,22200.0,14.4,0.194595,0.805405,0.374167,16.0,0.000721,22126.0,512.0,10.013333,0.625833,300.0,1.0,1.0,0.096307,1,0.12,0,0.078483,0.087632,0.661936,0.978502,39.185185,1.414214,allow,4,0.0022222222222222222,553,0.30722222222222223,583,0.3238888888888889,660,0.36666666666666664
207,2186,1806,24,0.013289,0.037441,0.099174,18,242,18,417,0.24493,67.0,67.0,20100.0,20100.0,16.558824,0.247147,0.752853,0.28125,16.0,0.000796,20033.0,512.0,11.5,0.71875,300.0,1.0,1.0,0.09624,1,0.12,0,0.080465,0.087213,0.660353,0.979236,38.4,1.414214,allow,4,0.0022148394241417496,558,0.3089700996677741,586,0.32447397563676633,658,0.3643410852713178
208,2187,1819,28,0.015393,0.044025,0.116667,15,240,22,416,0.245283,77.0,77.0,23100.0,23100.0,15.333333,0.199134,0.800866,0.333333,16.0,0.000693,23023.0,512.0,10.666667,0.666667,300.0,1.0,1.0,0.09612,1,0.12,0,0.080656,0.087017,0.65961,0.971334,52.266667,1.414214,allow,4,0.0021990104452996153,562,0.30896096756459596,593,0.32600329851566795,660,0.3628367234744365
209,2188,1817,26,0.014309,0.041139,0.109244,28,238,27,417,0.246835,85.0,85.0,25500.0,25500.0,14.883721,0.175103,0.824897,0.392442,16.0,0.000627,25415.0,512.0,9.72093,0.607558,300.0,1.0,1.0,0.09612,1,0.12,0,0.08036,0.086712,0.658453,0.971381,52.0,1.414214,allow,4,0.002201430930104568,556,0.30599889928453494,594,0.32691249312052834,663,0.3648871766648321
210,2189,1818,22,0.012101,0.034921,0.092827,21,237,23,422,0.247619,76.0,76.0,22800.0,22800.0,16.155844,0.212577,0.787423,0.336039,16.0,0.000702,22724.0,512.0,10.623377,0.663961,300.0,1.0,1.0,0.096053,1,0.12,0,0.080366,0.086103,0.656136,0.977898,40.333333,1.414214,allow,4,0.0022002200220022,561,0.3085808580858086,595,0.3272827282728273,658,0.3619361936193619
211,2190,1809,16,0.008845,0.025437,0.068376,25,234,19,420,0.255962,74.0,74.0,22200.0,22200.0,21.146667,0.285766,0.714234,0.333333,16.0,0.000721,22126.0,512.0,10.666667,0.666667,300.0,1.0,1.0,0.096093,1,0.12,0,0.080404,0.085839,0.65513,0.982311,32.0,1.414214,allow,4,0.002211166390270868,557,0.30790491984521834,591,0.32669983416252074,657,0.36318407960199006
212,2191,1807,21,0.011621,0.032864,0.088608,23,237,21,425,0.258216,82.0,82.0,24600.0,24600.0,17.951807,0.218924,0.781076,0.320783,16.0,0.00065,24518.0,512.0,10.86747,0.679217,300.0,1.0,1.0,0.096187,1,0.12,0,0.081501,0.085629,0.654327,0.976757,42.0,1.414214,allow,4,0.002213613724405091,553,0.3060320973990039,594,0.32872163807415605,656,0.36303265080243496
213,2192,1813,33,0.018202,0.050228,0.132,27,250,26,429,0.238965,87.0,87.0,26100.0,26100.0,17.454545,0.200627,0.799373,0.354403,16.0,0.000613,26013.0,512.0,10.329545,0.645597,300.0,1.0,1.0,0.096267,1,0.12,0,0.08137,0.08498,0.651843,0.963596,66.0,1.414214,allow,4,0.002206287920573635,557,0.30722559293987867,597,0.329288472145615,655,0.3612796469939327
214,2193,1814,23,0.012679,0.035168,0.093117,22,247,20,428,0.244648,71.0,71.0,21300.0,21300.0,15.75,0.221831,0.778169,0.302083,16.0,0.000751,21229.0,512.0,11.166667,0.697917,300.0,1.0,1.0,0.09612,1,0.12,0,0.080788,0.084711,0.650812,0.974642,46.0,1.414214,allow,4,0.002205071664829107,558,0.30760749724366043,597,0.3291069459757442,655,0.36108048511576624
215,2194,1819,29,0.015943,0.044615,0.117886,24,246,20,431,0.243077,69.0,69.0,20700.0,20700.0,14.942857,0.216563,0.783437,0.369643,16.0,0.000773,20631.0,512.0,10.085714,0.630357,300.0,1.0,1.0,0.096133,1,0.12,0,0.081241,0.084371,0.649503,0.970238,54.258065,1.414214,allow,4,0.0021990104452996153,559,0.3073117097306212,602,0.3309510720175921,654,0.3595382078064871
216,2195,1828,28,0.015317,0.043411,0.114286,19,245,23,434,0.24031,69.0,69.0,20700.0,20700.0,12.028571,0.174327,0.825673,0.339286,16.0,0.000773,20631.0,512.0,10.571429,0.660714,300.0,1.0,1.0,0.096,1,0.12,0,0.082769,0.08441,0.649652,0.969365,56.0,1.414214,allow,3,0.0016411378555798686,561,0.3068927789934354,603,0.3298687089715536,661,0.36159737417943105
217,2196,1826,23,0.012596,0.035549,0.09465,25,243,24,437,0.248841,72.0,72.0,21600.0,21600.0,11.753425,0.163242,0.836758,0.40839,16.0,0.000741,21528.0,512.0,9.465753,0.59161,300.0,1.0,1.0,0.09596,1,0.12,0,0.081882,0.083874,0.647587,0.978809,39.185185,1.414214,allow,3,0.0016429353778751369,562,0.307776560788609,601,0.32913472070098576,660,0.3614457831325301
218,2197,1832,30,0.016376,0.045732,0.123457,24,243,22,436,0.259146,78.0,78.0,23400.0,23400.0,14.126582,0.18111,0.81889,0.407437,16.0,0.000684,23322.0,512.0,9.481013,0.592563,300.0,1.0,1.0,0.095973,1,0.12,0,0.082089,0.083572,0.646421,0.973144,50.0,1.414214,allow,3,0.0016375545851528383,560,0.3056768558951965,602,0.32860262008733626,667,0.3640829694323144
219,2198,1839,22,0.011963,0.032984,0.089069,15,247,26,428,0.25937,98.0,98.0,29400.0,29400.0,17.232323,0.17584,0.82416,0.421086,16.0,0.000544,29302.0,512.0,9.262626,0.578914,300.0,1.0,1.0,0.095773,1,0.12,0,0.082151,0.08312,0.64467,0.976074,44.0,1.414214,allow,3,0.0016313213703099511,566,0.30777596519847744,602,0.32735182164219684,668,0.36324089178901575
220,2199,1849,30,0.016225,0.045524,0.120482,20,249,25,431,0.24431,84.0,84.0,25200.0,25200.0,14.023529,0.166947,0.833053,0.406618,16.0,0.000635,25116.0,512.0,9.494118,0.593382,300.0,1.0,1.0,0.095747,1,0.12,0,0.083207,0.082502,0.642269,0.973391,50.0,1.414214,allow,3,0.0016224986479177934,574,0.3104380746349378,602,0.32558139534883723,670,0.3623580313683072
221,2200,1852,29,0.015659,0.043807,0.114173,26,254,26,433,0.232628,80.0,80.0,24000.0,24000.0,14.493827,0.181173,0.818827,0.344907,16.0,0.000667,23920.0,512.0,10.481481,0.655093,300.0,1.0,1.0,0.095693,1,0.12,0,0.083587,0.081814,0.639586,0.974492,48.057143,1.414214,allow,3,0.0016198704103671706,573,0.3093952483801296,606,0.32721382289416845,670,0.3617710583153348
