year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,case,No reserve regions population,No reserve regions share,Weak reserve regions population,Weak reserve regions share,Balanced reserve regions population,Balanced reserve regions share,Strong reserve regions population,Strong reserve regions share
66,2045,2249,20,0.008893,0.026455,0.085837,39,233,23,445,0.383598,190.0,190.0,57000.0,57000.0,27.643979,0.145495,0.854505,0.112238,16.0,0.000281,56810.0,512.0,13.86911,0.866819,300.0,1.0,1.0,0.09028,1,0.12,0,0.023001,0.502799,1.585559,0.983904,36.363636,1.414214,block,384,0.1707425522454424,691,0.3072476656291685,591,0.2627834593152512,583,0.25922632281013785
67,2046,2242,17,0.007583,0.022758,0.07265,24,234,23,438,0.373494,183.0,183.0,54900.0,54900.0,24.0,0.131148,0.868852,0.115829,16.0,0.000291,54717.0,512.0,13.201087,0.825068,300.0,1.0,1.0,0.090333,1,0.12,0,0.024212,0.496692,1.5759,0.984835,34.0,1.414214,block,378,0.16859946476360393,692,0.3086529884032114,590,0.2631578947368421,582,0.25958965209634255
68,2047,2219,22,0.009914,0.029973,0.093617,45,235,24,435,0.359673,176.0,176.0,52800.0,52800.0,22.949153,0.130393,0.869607,0.111229,16.0,0.000303,52624.0,512.0,14.084746,0.880297,300.0,1.0,1.0,0.090707,1,0.12,0,0.024381,0.483945,1.555546,0.980171,44.0,1.414214,block,370,0.16674177557458314,678,0.30554303740423616,590,0.2658855340243353,581,0.2618296529968454
69,2048,2196,15,0.006831,0.020718,0.06383,38,235,15,427,0.350829,154.0,154.0,46200.0,46200.0,22.322581,0.144952,0.855048,0.088306,16.0,0.000346,46046.0,512.0,14.406452,0.900403,300.0,1.0,1.0,0.09092,1,0.12,0,0.022797,0.473688,1.538974,0.986339,30.0,1.414214,block,363,0.16530054644808742,666,0.30327868852459017,587,0.26730418943533696,580,0.2641165755919854
70,2049,2178,23,0.01056,0.032213,0.097872,41,235,22,423,0.341737,163.0,163.0,48900.0,48900.0,20.04878,0.122999,0.877001,0.131098,16.0,0.000327,48737.0,512.0,13.75,0.859375,300.0,1.0,1.0,0.091267,1,0.12,0,0.025949,0.458515,1.514125,0.97888,46.0,1.414214,block,353,0.1620752984389348,664,0.30486685032139577,581,0.2667584940312213,580,0.2662993572084481
71,2050,2159,20,0.009264,0.02849,0.08658,39,231,23,424,0.34188,155.0,155.0,46500.0,46500.0,18.551282,0.119686,0.880314,0.126603,16.0,0.000344,46345.0,512.0,13.814103,0.863381,300.0,1.0,1.0,0.09148,1,0.12,0,0.027665,0.44686,1.494758,0.983233,36.363636,1.414214,block,346,0.1602593793422881,660,0.30569708198239925,570,0.26401111625752666,583,0.270032422417786
72,2051,2150,21,0.009767,0.030129,0.091304,30,230,26,430,0.340029,151.0,151.0,45300.0,45300.0,17.013158,0.11267,0.88733,0.151727,16.0,0.000353,45149.0,512.0,13.572368,0.848273,300.0,1.0,1.0,0.091613,1,0.12,0,0.028376,0.440819,1.484619,0.982237,38.347826,1.414214,block,339,0.15767441860465117,660,0.30697674418604654,569,0.26465116279069767,582,0.27069767441860465
73,2052,2148,36,0.01676,0.052098,0.156522,38,230,19,430,0.334298,128.0,128.0,38400.0,38400.0,15.891473,0.124152,0.875848,0.123062,16.0,0.000417,38272.0,512.0,13.286822,0.830426,300.0,1.0,1.0,0.09184,1,0.12,0,0.028708,0.42785,1.462618,0.969998,64.8,1.414214,block,333,0.15502793296089384,662,0.30819366852886404,575,0.2676908752327747,578,0.26908752327746743
74,2053,2140,23,0.010748,0.033724,0.099567,31,231,20,434,0.322581,121.0,121.0,36300.0,36300.0,14.754098,0.121935,0.878065,0.114754,16.0,0.000441,36179.0,512.0,14.106557,0.88166,300.0,1.0,1.0,0.091773,1,0.12,0,0.028237,0.418007,1.445696,0.980293,42.32,1.414214,block,326,0.15233644859813084,657,0.30700934579439254,572,0.2672897196261682,585,0.2733644859813084
75,2054,2123,14,0.006594,0.020772,0.060606,31,231,17,429,0.31454,115.0,115.0,34500.0,34500.0,14.172414,0.123238,0.876762,0.115302,16.0,0.000464,34385.0,512.0,14.0,0.875,300.0,1.0,1.0,0.09188,1,0.12,0,0.029519,0.4123,1.435792,0.988561,24.5,1.414214,block,319,0.15025906735751296,652,0.30711257654262836,567,0.2670748940178992,585,0.27555346208195947
76,2055,2100,16,0.007619,0.023564,0.068376,39,234,26,426,0.310751,133.0,133.0,39900.0,39900.0,12.373134,0.093031,0.906969,0.168377,16.0,0.000401,39767.0,512.0,12.873134,0.804571,300.0,1.0,1.0,0.092213,1,0.12,0,0.028727,0.402424,1.418493,0.984762,32.0,1.414214,block,314,0.14952380952380953,642,0.3057142857142857,565,0.26904761904761904,579,0.2757142857142857
77,2056,2105,27,0.012827,0.040971,0.116379,22,232,22,417,0.295903,110.0,110.0,33000.0,33000.0,11.099099,0.100901,0.899099,0.144144,16.0,0.000485,32890.0,512.0,13.675676,0.85473,300.0,1.0,1.0,0.092293,1,0.12,0,0.027846,0.395292,1.405867,0.976177,50.275862,1.414214,block,311,0.1477434679334917,643,0.30546318289786223,572,0.2717339667458432,579,0.27505938242280287
78,2057,2092,25,0.01195,0.038168,0.10917,38,229,20,419,0.300763,101.0,101.0,30300.0,30300.0,11.392157,0.112794,0.887206,0.151348,16.0,0.000528,30199.0,512.0,13.558824,0.847426,300.0,1.0,1.0,0.09244,1,0.12,0,0.030574,0.388722,1.394135,0.977935,46.296296,1.414214,block,303,0.14483747609942638,645,0.3083173996175908,572,0.2734225621414914,572,0.2734225621414914
79,2058,2080,17,0.008173,0.026439,0.07489,29,227,24,416,0.293935,103.0,103.0,30900.0,30900.0,11.173077,0.108476,0.891524,0.186899,16.0,0.000518,30797.0,512.0,12.826923,0.801683,300.0,1.0,1.0,0.092493,1,0.12,0,0.028556,0.381622,1.381344,0.985464,30.421053,1.414214,block,299,0.14375,643,0.3091346153846154,568,0.27307692307692305,570,0.27403846153846156
80,2059,2061,21,0.010189,0.032967,0.091304,40,230,19,416,0.277865,87.0,87.0,26100.0,26100.0,9.204545,0.105799,0.894201,0.129261,16.0,0.000613,26013.0,512.0,13.897727,0.868608,300.0,1.0,1.0,0.0928,1,0.12,0,0.029769,0.373018,1.365682,0.98147,38.347826,1.414214,block,290,0.14070839398350315,632,0.3066472586123241,571,0.27704997573993206,568,0.27559437166424067
81,2060,2060,25,0.012136,0.03858,0.103734,26,241,27,424,0.256173,97.0,97.0,29100.0,29100.0,9.204082,0.094887,0.905113,0.206633,16.0,0.00055,29003.0,512.0,12.693878,0.793367,300.0,1.0,1.0,0.092867,1,0.12,0,0.028128,0.36417,1.349388,0.979301,43.103448,1.414214,block,287,0.13932038834951457,630,0.3058252427184466,572,0.27766990291262134,571,0.2771844660194175
82,2061,2052,31,0.015107,0.048362,0.129707,39,239,24,414,0.25429,94.0,94.0,28200.0,28200.0,8.526316,0.090705,0.909295,0.190789,16.0,0.000567,28106.0,512.0,12.947368,0.809211,300.0,1.0,1.0,0.093053,1,0.12,0,0.029336,0.356065,1.334288,0.971672,58.242424,1.414214,block,277,0.13499025341130605,628,0.3060428849902534,574,0.2797270955165692,573,0.27923976608187134
83,2062,2037,19,0.009327,0.029827,0.079167,34,240,24,419,0.246468,83.0,83.0,24900.0,24900.0,6.809524,0.082042,0.917958,0.191964,16.0,0.000643,24817.0,512.0,12.928571,0.808036,300.0,1.0,1.0,0.093093,1,0.12,0,0.027272,0.350441,1.323709,0.981345,38.0,1.414214,block,267,0.13107511045655376,626,0.3073146784486991,573,0.2812960235640648,571,0.2803141875306824
84,2063,2022,21,0.010386,0.033071,0.088235,36,238,18,416,0.250394,73.0,73.0,21900.0,21900.0,7.621622,0.104406,0.895594,0.184966,16.0,0.000731,21827.0,512.0,13.027027,0.814189,300.0,1.0,1.0,0.09332,1,0.12,0,0.028325,0.342821,1.309237,0.979228,42.0,1.414214,block,258,0.12759643916913946,626,0.3095944609297725,573,0.28338278931750743,565,0.27942631058358064
85,2064,1993,18,0.009032,0.0288,0.076271,47,236,22,411,0.2448,76.0,76.0,22800.0,22800.0,6.675325,0.087833,0.912167,0.19237,16.0,0.000702,22724.0,512.0,12.909091,0.806818,300.0,1.0,1.0,0.093667,1,0.12,0,0.029932,0.33672,1.297535,0.981937,36.0,1.414214,block,246,0.12343201204214752,620,0.31108881083793277,568,0.28499749121926743,559,0.28048168590065226
86,2065,1976,20,0.010121,0.032362,0.08547,37,234,27,408,0.242718,79.0,79.0,23700.0,23700.0,6.875,0.087025,0.912975,0.284375,16.0,0.000675,23621.0,512.0,11.45,0.715625,300.0,1.0,1.0,0.09392,1,0.12,0,0.03,0.329382,1.28332,0.98168,36.363636,1.414214,block,236,0.1194331983805668,617,0.31224696356275305,568,0.2874493927125506,555,0.2808704453441296
87,2066,1976,25,0.012652,0.041254,0.108696,25,230,18,406,0.240924,57.0,57.0,17100.0,17100.0,6.034483,0.105868,0.894132,0.219828,16.0,0.000936,17043.0,512.0,12.482759,0.780172,300.0,1.0,1.0,0.093987,1,0.12,0,0.030532,0.324175,1.273136,0.978421,43.103448,1.414214,block,232,0.11740890688259109,620,0.31376518218623484,568,0.2874493927125506,556,0.2813765182186235
88,2067,1957,19,0.009709,0.031614,0.084071,38,226,22,403,0.24792,68.0,68.0,20400.0,20400.0,5.73913,0.084399,0.915601,0.248188,16.0,0.000784,20332.0,512.0,12.028986,0.751812,300.0,1.0,1.0,0.09416,1,0.12,0,0.030488,0.316477,1.257929,0.985746,28.88,1.414214,block,222,0.11343893714869699,613,0.31323454266734796,571,0.2917731221257026,551,0.2815533980582524
89,2068,1958,23,0.011747,0.038655,0.105023,22,219,25,404,0.263866,77.0,77.0,23100.0,23100.0,7.179487,0.09324,0.90676,0.322115,16.0,0.000693,23023.0,512.0,10.769231,0.673077,300.0,1.0,1.0,0.0942,1,0.12,0,0.031975,0.312,1.248999,0.978461,42.32,1.414214,block,220,0.11235955056179775,619,0.31613891726251275,570,0.29111338100102147,549,0.28038815117466803
90,2069,1936,11,0.005682,0.018803,0.051402,33,214,21,398,0.268376,70.0,70.0,21000.0,21000.0,5.943662,0.084909,0.915091,0.228873,16.0,0.000762,20930.0,512.0,12.338028,0.771127,300.0,1.0,1.0,0.094333,1,0.12,0,0.0304,0.306812,1.238571,0.988636,22.0,1.414214,block,211,0.10898760330578512,608,0.3140495867768595,570,0.2944214876033058,547,0.2825413223140496
91,2070,1921,24,0.012493,0.04,0.106195,39,226,27,409,0.246667,78.0,78.0,23400.0,23400.0,6.202532,0.07952,0.92048,0.251582,16.0,0.000684,23322.0,512.0,11.873418,0.742089,300.0,1.0,1.0,0.094707,1,0.12,0,0.030878,0.300804,1.226386,0.975013,48.0,1.414214,block,204,0.10619469026548672,602,0.3133784487246226,571,0.29724102030192606,544,0.2831858407079646
92,2071,1916,26,0.01357,0.043551,0.115044,31,226,18,412,0.242881,55.0,55.0,16500.0,16500.0,4.678571,0.085065,0.914935,0.152902,16.0,0.00097,16445.0,512.0,13.482143,0.842634,300.0,1.0,1.0,0.0948,1,0.12,0,0.031508,0.294543,1.213554,0.974868,48.285714,1.414214,block,193,0.10073068893528184,610,0.31837160751565763,572,0.2985386221294363,541,0.28235908141962424
93,2072,1911,26,0.013605,0.043771,0.117647,31,221,15,407,0.255892,52.0,52.0,15600.0,15600.0,5.924528,0.113933,0.886067,0.188679,16.0,0.001026,15548.0,512.0,12.962264,0.810142,300.0,1.0,1.0,0.094867,1,0.12,0,0.0311,0.286885,1.197674,0.974802,48.285714,1.414214,block,183,0.09576138147566719,614,0.3212977498691784,575,0.3008895866038723,539,0.28205128205128205
94,2073,1901,22,0.011573,0.037543,0.100457,32,219,21,408,0.25256,65.0,65.0,19500.0,19500.0,5.939394,0.091375,0.908625,0.207386,16.0,0.000821,19435.0,512.0,12.666667,0.791667,300.0,1.0,1.0,0.094947,1,0.12,0,0.030221,0.281809,1.187031,0.978863,40.333333,1.414214,block,176,0.09258285113098369,612,0.32193582325092057,575,0.30247238295633877,538,0.28300894266175697
95,2074,1891,19,0.010048,0.032149,0.086364,29,220,24,408,0.255499,74.0,74.0,22200.0,22200.0,5.813333,0.078559,0.921441,0.231667,16.0,0.000721,22126.0,512.0,12.253333,0.765833,300.0,1.0,1.0,0.09504,1,0.12,0,0.029681,0.276952,1.176759,0.979905,38.0,1.414214,block,175,0.09254362771020624,604,0.31940772078265467,579,0.3061872025383395,533,0.28186144896879956
96,2075,1890,25,0.013228,0.041667,0.112108,26,223,24,404,0.256667,79.0,79.0,23700.0,23700.0,6.725,0.085127,0.914873,0.220312,16.0,0.000675,23621.0,512.0,12.425,0.776563,300.0,1.0,1.0,0.095133,1,0.12,0,0.031214,0.273714,1.169859,0.979132,40.322581,1.414214,block,172,0.091005291005291,602,0.31851851851851853,579,0.30634920634920637,537,0.2841269841269841
97,2076,1870,18,0.009626,0.03005,0.078947,38,228,20,402,0.238731,65.0,65.0,19500.0,19500.0,6.545455,0.100699,0.899301,0.199811,16.0,0.000821,19435.0,512.0,12.787879,0.799242,300.0,1.0,1.0,0.095307,1,0.12,0,0.031885,0.270438,1.162836,0.980749,36.0,1.414214,block,162,0.08663101604278074,600,0.32085561497326204,574,0.306951871657754,534,0.28556149732620323
98,2077,1879,32,0.01703,0.053512,0.140969,23,227,19,401,0.240803,68.0,68.0,20400.0,20400.0,6.202899,0.091219,0.908781,0.210145,16.0,0.000784,20332.0,512.0,12.550725,0.78442,300.0,1.0,1.0,0.095373,1,0.12,0,0.030704,0.266256,1.153811,0.971727,53.894737,1.414214,block,157,0.08355508249068654,599,0.31878658861096326,575,0.30601383714741887,548,0.2916444917509313
99,2078,1877,25,0.013319,0.041667,0.109649,27,228,20,406,0.24,69.0,69.0,20700.0,20700.0,6.257143,0.090683,0.909317,0.201786,16.0,0.000773,20631.0,512.0,12.742857,0.796429,300.0,1.0,1.0,0.095307,1,0.12,0,0.030755,0.262566,1.145788,0.975408,46.296296,1.414214,block,153,0.08151305274374002,603,0.3212573255194459,575,0.3063399041022909,546,0.29088971763452315
100,2079,1867,23,0.012319,0.038079,0.102679,33,224,25,408,0.258278,83.0,83.0,24900.0,24900.0,6.904762,0.08319,0.91681,0.229167,16.0,0.000643,24817.0,512.0,12.321429,0.770089,300.0,1.0,1.0,0.095413,1,0.12,0,0.028645,0.25524,1.129689,0.977411,42.32,1.414214,block,141,0.07552222817354044,601,0.32190680235672203,577,0.3090519550080343,548,0.29351901446170325
101,2080,1868,31,0.016595,0.05124,0.137778,30,225,20,400,0.256198,77.0,77.0,23100.0,23100.0,6.692308,0.086913,0.913087,0.169872,16.0,0.000693,23023.0,512.0,13.205128,0.825321,300.0,1.0,1.0,0.095507,1,0.12,0,0.028241,0.249874,1.117753,0.970816,54.914286,1.414214,block,135,0.07226980728051392,598,0.32012847965738755,580,0.31049250535331907,555,0.29710920770877947
102,2081,1848,13,0.007035,0.021595,0.058036,33,224,19,404,0.255814,70.0,70.0,21000.0,21000.0,6.647887,0.09497,0.90503,0.161092,16.0,0.000762,20930.0,512.0,13.408451,0.838028,300.0,1.0,1.0,0.095533,1,0.12,0,0.029775,0.246772,1.110792,0.985931,26.0,1.414214,block,125,0.06764069264069264,600,0.3246753246753247,577,0.31222943722943725,546,0.29545454545454547
103,2082,1839,20,0.010875,0.033113,0.08658,29,231,23,398,0.235099,78.0,78.0,23400.0,23400.0,6.379747,0.081792,0.918208,0.234968,16.0,0.000684,23322.0,512.0,12.240506,0.765032,300.0,1.0,1.0,0.095747,1,0.12,0,0.030422,0.243519,1.103448,0.978249,40.0,1.414214,block,119,0.06470908102229472,603,0.3278955954323002,571,0.31049483414899404,546,0.2969004893964111
104,2083,1837,24,0.013065,0.040067,0.101695,26,236,22,396,0.21202,71.0,71.0,21300.0,21300.0,5.777778,0.081377,0.918623,0.229167,16.0,0.000751,21229.0,512.0,12.333333,0.770833,300.0,1.0,1.0,0.095827,1,0.12,0,0.029967,0.23967,1.094691,0.979586,38.4,1.414214,block,107,0.058247142079477406,602,0.3277082199237888,571,0.31083287969515516,557,0.30321175830157865
105,2084,1822,21,0.011526,0.034539,0.085714,36,245,20,397,0.194079,67.0,67.0,20100.0,20100.0,5.147059,0.076822,0.923178,0.209559,16.0,0.000796,20033.0,512.0,12.647059,0.790441,300.0,1.0,1.0,0.095987,1,0.12,0,0.029481,0.235694,1.085573,0.979039,38.347826,1.414214,block,97,0.05323819978046103,600,0.32930845225027444,572,0.31394072447859495,553,0.3035126234906696
106,2085,1812,28,0.015453,0.046281,0.116183,38,241,22,393,0.203306,69.0,69.0,20700.0,20700.0,5.342857,0.077433,0.922567,0.246429,16.0,0.000773,20631.0,512.0,12.057143,0.753571,300.0,1.0,1.0,0.096213,1,0.12,0,0.030846,0.232413,1.07799,0.971224,52.266667,1.414214,block,92,0.05077262693156733,598,0.33002207505518766,574,0.31677704194260486,548,0.30242825607064017
107,2086,1812,27,0.014901,0.044118,0.109756,27,246,23,393,0.196078,70.0,70.0,21000.0,21000.0,5.492958,0.078471,0.921529,0.216549,16.0,0.000762,20930.0,512.0,12.535211,0.783451,300.0,1.0,1.0,0.0962,1,0.12,0,0.031359,0.227645,1.066875,0.974287,47.032258,1.414214,block,85,0.04690949227373068,605,0.33388520971302427,582,0.3211920529801324,540,0.2980132450331126
108,2087,1808,28,0.015487,0.046281,0.114754,32,244,15,394,0.193388,49.0,49.0,14700.0,14700.0,3.8,0.077551,0.922449,0.145,16.0,0.001088,14651.0,512.0,13.68,0.855,300.0,1.0,1.0,0.096267,1,0.12,0,0.031235,0.223516,1.057157,0.974953,46.117647,1.414214,block,79,0.043694690265486724,601,0.33241150442477874,583,0.32245575221238937,545,0.3014380530973451
109,2088,1799,17,0.00945,0.02862,0.07234,26,235,24,397,0.208754,66.0,66.0,19800.0,19800.0,4.985075,0.075531,0.924469,0.246269,16.0,0.000808,19734.0,512.0,12.059701,0.753731,300.0,1.0,1.0,0.09624,1,0.12,0,0.032149,0.21905,1.046542,0.983193,30.421053,1.414214,block,73,0.0405780989438577,604,0.3357420789327404,576,0.32017787659811003,546,0.3035019455252918
110,2089,1800,20,0.011111,0.033278,0.084746,19,236,19,400,0.214642,56.0,56.0,16800.0,16800.0,5.192982,0.092732,0.907268,0.232456,16.0,0.000952,16744.0,512.0,12.280702,0.767544,300.0,1.0,1.0,0.096267,1,0.12,0,0.030769,0.214866,1.036499,0.977778,40.0,1.414214,block,68,0.03777777777777778,606,0.33666666666666667,579,0.32166666666666666,547,0.3038888888888889
111,2090,1795,24,0.01337,0.039669,0.101266,29,237,22,404,0.216529,62.0,62.0,18600.0,18600.0,4.603175,0.074245,0.925755,0.218254,16.0,0.00086,18538.0,512.0,12.507937,0.781746,300.0,1.0,1.0,0.096387,1,0.12,0,0.030505,0.210833,1.026726,0.977344,41.142857,1.414214,block,65,0.036211699164345405,611,0.3403899721448468,576,0.32089136490250697,543,0.30250696378830083
112,2091,1787,24,0.01343,0.039539,0.101266,32,237,20,405,0.21911,60.0,60.0,18000.0,18000.0,5.377049,0.089617,0.910383,0.262295,16.0,0.000889,17940.0,512.0,11.803279,0.737705,300.0,1.0,1.0,0.096493,1,0.12,0,0.028375,0.206378,1.015819,0.973139,48.0,1.414214,block,60,0.03357582540570789,614,0.34359261331841073,577,0.3228875209848909,536,0.2999440402909905
113,2092,1786,19,0.010638,0.031199,0.078512,20,242,17,403,0.205255,54.0,54.0,16200.0,16200.0,4.763636,0.088215,0.911785,0.226136,16.0,0.000988,16146.0,512.0,12.345455,0.771591,300.0,1.0,1.0,0.09644,1,0.12,0,0.029126,0.203654,1.009094,0.980845,34.380952,1.414214,block,56,0.03135498320268757,615,0.34434490481522956,580,0.3247480403135498,535,0.29955207166853304
114,2093,1781,21,0.011791,0.034314,0.086777,26,242,23,405,0.20915,63.0,63.0,18900.0,18900.0,5.65625,0.089782,0.910218,0.289062,16.0,0.000847,18837.0,512.0,11.375,0.710938,300.0,1.0,1.0,0.096533,1,0.12,0,0.028994,0.201117,1.002789,0.976418,42.0,1.414214,block,55,0.030881527231892195,612,0.34362717574396406,581,0.326221224031443,533,0.29927007299270075
115,2094,1792,32,0.017857,0.052033,0.132231,21,242,16,404,0.213008,52.0,52.0,15600.0,15600.0,4.566038,0.087808,0.912192,0.193396,16.0,0.001026,15548.0,512.0,12.90566,0.806604,300.0,1.0,1.0,0.096533,1,0.12,0,0.02705,0.197381,0.99343,0.964286,64.0,1.414214,block,53,0.029575892857142856,613,0.34207589285714285,586,0.32700892857142855,540,0.3013392857142857
116,2095,1783,21,0.011778,0.033654,0.086066,30,244,25,407,0.217949,73.0,73.0,21900.0,21900.0,6.0,0.082192,0.917808,0.29223,16.0,0.000731,21827.0,512.0,11.324324,0.70777,300.0,1.0,1.0,0.096507,1,0.12,0,0.029067,0.1922,0.980307,0.976444,42.0,1.414214,block,46,0.025799214806505887,609,0.3415591699383062,589,0.3303421200224341,539,0.3022994952327538
117,2096,1775,20,0.011268,0.031797,0.081633,28,245,22,404,0.220986,76.0,76.0,22800.0,22800.0,6.25974,0.082365,0.917635,0.230519,16.0,0.000702,22724.0,512.0,12.298701,0.768669,300.0,1.0,1.0,0.0966,1,0.12,0,0.029929,0.188965,0.97202,0.977465,40.0,1.414214,block,42,0.023661971830985916,606,0.3414084507042254,589,0.331830985915493,538,0.30309859154929575
118,2097,1768,25,0.01414,0.03962,0.100402,32,249,22,411,0.210777,68.0,68.0,20400.0,20400.0,5.942029,0.087383,0.912617,0.266304,16.0,0.000784,20332.0,512.0,11.73913,0.733696,300.0,1.0,1.0,0.09676,1,0.12,0,0.030335,0.184543,0.960581,0.975882,43.103448,1.414214,block,39,0.022058823529411766,603,0.3410633484162896,596,0.33710407239819007,530,0.2997737556561086
119,2098,1760,20,0.011364,0.031949,0.083333,28,240,29,409,0.233227,89.0,89.0,26700.0,26700.0,7.533333,0.084644,0.915356,0.367361,16.0,0.000599,26611.0,512.0,10.122222,0.632639,300.0,1.0,1.0,0.0968,1,0.12,0,0.031192,0.181301,0.952105,0.979432,36.363636,1.414214,block,35,0.019886363636363636,598,0.3397727272727273,596,0.3386363636363636,531,0.30170454545454545
120,2099,1759,19,0.010802,0.030844,0.079498,20,239,20,414,0.224026,61.0,61.0,18300.0,18300.0,3.806452,0.062401,0.937599,0.198589,16.0,0.000874,18239.0,512.0,12.822581,0.801411,300.0,1.0,1.0,0.0968,1,0.12,0,0.031925,0.179484,0.947323,0.980551,34.380952,1.414214,block,34,0.019329164297896533,596,0.3388288800454804,597,0.33939738487777144,532,0.3024445707788516
121,2100,1758,29,0.016496,0.046624,0.119835,30,242,22,417,0.221865,60.0,60.0,18000.0,18000.0,4.918033,0.081967,0.918033,0.242828,16.0,0.000889,17940.0,512.0,12.065574,0.754098,300.0,1.0,1.0,0.096947,1,0.12,0,0.029879,0.176515,0.939454,0.971245,50.969697,1.414214,block,33,0.01877133105802048,595,0.338452787258248,597,0.3395904436860068,533,0.3031854379977247
122,2101,1769,32,0.018089,0.050794,0.130081,21,246,20,416,0.219048,56.0,56.0,16800.0,16800.0,5.333333,0.095238,0.904762,0.232456,16.0,0.000952,16744.0,512.0,12.280702,0.767544,300.0,1.0,1.0,0.09684,1,0.12,0,0.028235,0.172356,0.928321,0.966012,60.235294,1.414214,block,31,0.017524024872809497,594,0.33578292820802713,603,0.34087054833239117,541,0.3058224985867722
123,2102,1769,20,0.011306,0.032051,0.082645,20,242,22,416,0.224359,61.0,61.0,18300.0,18300.0,6.709677,0.109995,0.890005,0.306452,16.0,0.000874,18239.0,512.0,11.096774,0.693548,300.0,1.0,1.0,0.09668,1,0.12,0,0.028908,0.170482,0.92326,0.977388,40.0,1.414214,block,30,0.016958733747880157,595,0.3363482193329565,602,0.34030525720746185,542,0.30638778971170155
124,2103,1776,24,0.013514,0.038278,0.097561,17,246,22,422,0.215311,57.0,57.0,17100.0,17100.0,4.517241,0.07925,0.92075,0.229526,16.0,0.000936,17043.0,512.0,12.327586,0.770474,300.0,1.0,1.0,0.09664,1,0.12,0,0.02842,0.168044,0.916635,0.977102,41.142857,1.414214,block,30,0.016891891891891893,599,0.3372747747747748,601,0.3384009009009009,546,0.30743243243243246
125,2104,1771,23,0.012987,0.036107,0.094262,28,244,21,416,0.233909,69.0,69.0,20700.0,20700.0,7.257143,0.105176,0.894824,0.247321,16.0,0.000773,20631.0,512.0,12.042857,0.752679,300.0,1.0,1.0,0.096693,1,0.12,0,0.027814,0.165168,0.908758,0.97815,39.185185,1.414214,block,26,0.014680971202710334,592,0.334274421230943,606,0.34217955957086393,547,0.30886504799548276
126,2105,1774,25,0.014092,0.03882,0.102459,22,244,24,412,0.242236,81.0,81.0,24300.0,24300.0,8.780488,0.108401,0.891599,0.317835,16.0,0.000658,24219.0,512.0,10.914634,0.682165,300.0,1.0,1.0,0.09668,1,0.12,0,0.027421,0.163731,0.904794,0.971815,50.0,1.414214,block,28,0.015783540022547914,592,0.3337091319052988,605,0.3410372040586246,549,0.30947012401352875
127,2106,1778,21,0.011811,0.033019,0.086777,17,242,18,417,0.238994,62.0,62.0,18600.0,18600.0,8.31746,0.134153,0.865847,0.24504,16.0,0.00086,18538.0,512.0,12.079365,0.75496,300.0,1.0,1.0,0.096573,1,0.12,0,0.026364,0.161847,0.899574,0.980449,35.28,1.414214,block,28,0.015748031496062992,595,0.3346456692913386,604,0.33970753655793023,551,0.30989876265466815
128,2107,1770,25,0.014124,0.04,0.105485,33,237,25,413,0.2416,73.0,73.0,21900.0,21900.0,7.432432,0.101814,0.898186,0.300676,16.0,0.000731,21827.0,512.0,11.189189,0.699324,300.0,1.0,1.0,0.096733,1,0.12,0,0.026807,0.158921,0.891406,0.973921,46.296296,1.414214,block,28,0.015819209039548022,593,0.33502824858757063,601,0.33954802259887007,548,0.3096045197740113
129,2108,1770,21,0.011864,0.033333,0.087866,21,239,24,415,0.24127,74.0,74.0,22200.0,22200.0,8.506667,0.114955,0.885045,0.354167,16.0,0.000721,22126.0,512.0,10.333333,0.645833,300.0,1.0,1.0,0.09668,1,0.12,0,0.0257,0.156989,0.885972,0.980361,35.28,1.414214,block,25,0.014124293785310734,594,0.33559322033898303,596,0.3367231638418079,555,0.3135593220338983
130,2109,1769,23,0.013002,0.036335,0.096234,24,239,21,419,0.244866,67.0,67.0,20100.0,20100.0,8.764706,0.130817,0.869183,0.316176,16.0,0.000796,20033.0,512.0,10.941176,0.683824,300.0,1.0,1.0,0.09672,1,0.12,0,0.026888,0.153994,0.87748,0.976159,42.32,1.414214,block,24,0.013566986998304126,594,0.33578292820802713,594,0.33578292820802713,557,0.3148671565856416
131,2110,1774,23,0.012965,0.036278,0.095436,18,241,19,418,0.239748,60.0,60.0,18000.0,18000.0,7.540984,0.125683,0.874317,0.227459,16.0,0.000889,17940.0,512.0,12.360656,0.772541,300.0,1.0,1.0,0.096653,1,0.12,0,0.027204,0.152453,0.873079,0.97407,46.0,1.414214,block,24,0.013528748590755355,597,0.3365276211950395,597,0.3365276211950395,556,0.3134160090191657
